old_name	new_name	occurrences	first_seen	note
shots	framedShots	1	src/core/framing.ts:1194	déjà anglais avant le balayage — déplacé par collision avec plans→shots à la ligne 1137, jamais candidat à une traduction
SIGMA_DU_FOND	BACKGROUND_SIGMA	1	src/core/ffmpeg/args.ts:392	
signaler	flag	1	src/components/clip/champs-textes.tsx:146	
signalerEchecTexte	flagFailureText	1	src/components/clip/ecran-clip.tsx:91	
signalerLeBilan	flagSummary	2	src/server/run.ts:871	
signalerRef	flagRef	1	src/components/clip/champs-textes.tsx:163	
signatureRendue	signatureRendered	1	src/components/clip/panneau-export.tsx:98	
simultanéMax	concurrentMax	1	tests/server/vignettes-sources.test.ts:540	
singulier	singular	2	src/components/sources/textes.ts:99	
sobre	sober	1	tests/core/transcript.test.ts:366	
sondage	probed	1	scripts/dev-ingest.ts:88	
Sondage	Probe	1	src/server/ffprobe.ts:14	
sondageProxy	probeProxy	1	src/server/steps/analysis.ts:461	
sondageSource	probeSource	1	src/server/steps/analysis.ts:486	
sonde	probe	6	src/server/ffmpeg.ts:181	
SONDE_MUETTE	PROBE_MUTE	1	tests/server/vignettes-sources.test.ts:68	
sondeNvenc	nvencProbed	1	src/server/ffmpeg.ts:192	
sonder	probe	2	src/server/vignettes-sources.ts:217	
sonderNvenc	probeNvenc	1	src/server/ffmpeg.ts:206	
sondes	probes	2	src/server/run.ts:223	
sortie	output	15	scripts/mesure-ratios.ts:1045	
SortieClip	OutputClip	1	src/server/rendus.ts:34	
SortieFfprobe	OutputFfprobe	1	src/server/ffprobe.ts:32	
sortieNommée	outputNamed	1	src/server/rendus.ts:196	
SortieRendu	OutputRender	1	src/server/steps/render.ts:58	
sorties	outputs	3	src/server/rendus.ts:62	
Sorties	Outputs	1	src/server/rendus.ts:41	
sortiesDuClip	clipOutputs	1	src/server/rendus.ts:165	
soumises	submitted	1	src/core/gemini/parse.ts:114	
SourceInvalideError	SourceInvalidError	1	src/server/vignettes-sources.ts:76	
sourcesAnalyse	sourcesAnalysis	1	tests/server/run.test.ts:48	
sousGarde	underGuard	1	src/server/vignettes-sources.ts:301	
sousTitres	underTitles	2	src/server/steps/render.ts:541	
sousTitresDuClip	clipUnderTitles	1	src/server/steps/render.ts:1897	
spectateur	spectator	1	tests/core/framing.test.ts:780	
statAvecDélai	statWithDelay	1	src/server/steps/ingest.ts:111	
statut	status	14	scripts/dev-run.ts:62	
Statut	Status	1	src/server/run.ts:375	
statutPour	statusFor	1	src/server/http.ts:52	
statuts	statuses	3	tests/components/tri/fil.test.tsx:106	
STATUTS	STATUSES	1	src/server/db.ts:748	
stockage	storage	1	src/components/tri/session.ts:83	
stocké	stored	1	tests/server/db.test.ts:370	
stopper	stop	1	tests/server/api.test.ts:1336	
suite	next	9	src/components/tri/fil.tsx:69	
Suite	Next	1	src/lib/parcours.ts:110	
suivant	next	10	src/app/api/clips/[id]/route.ts:137	
suivante	next	2	src/components/clip/apercu-sortie.tsx:169	
suivants	next	1	src/components/tri/ecran-projet.tsx:306	
suivi	tracked	3	src/components/clip/transcript-surface.tsx:111	
suiviRef	trackedRef	1	src/components/clip/transcript-surface.tsx:190	
suivre	track	1	tests/server/ingest.test.ts:464	
sujet	subject	1	src/core/pipeline.ts:55	
surcharge	override	7	tests/core/ffmpeg-args.test.ts:494	
surcharges	overrides	9	tests/fixtures/framing.ts:12	
surClavier	onKeyboard	2	src/components/clip/crop-picker.tsx:155	
surDéfilement	onScroll	1	src/components/tri/fil.tsx:612	
surDix	onTen	1	tests/core/framing.test.ts:866	
surEchec	onFailure	1	tests/lib/enregistrement-auto.test.tsx:96	
surlignage	highlight	1	src/core/captions/ass.ts:247	
surMasquage	onMasking	1	src/components/clip/champs-textes.tsx:243	
surRejet	onRejection	1	tests/components/settings/settings-screen.test.tsx:173	
surSucces	onSuccess	1	tests/lib/enregistrement-auto.test.tsx:96	
surTemps	onTime	1	src/components/clip/clip-player.tsx:128	
surTouche	onKey	2	src/components/clip/raccourcis.tsx:112	
survivant	surviving	1	tests/server/ingest.test.ts:365	
symétrique	symmetric	1	tests/core/framing.test.ts:524	
tabulable	tabbable	2	src/components/tri/candidate-card.tsx:218	
tabulables	tabbable	1	tests/components/tri/fil.test.tsx:391	
taille	size	7	scripts/dev-commun.ts:68	
TAILLE_QUEUE_MAX	SIZE_QUEUE_MAX	1	src/server/ffmpeg.ts:169	
tailleDeLot	batchSize	1	src/server/steps/candidates.ts:1096	
tailleDuCanevas	canvasSize	1	src/components/clip/apercu-sortie.tsx:69	
TAILLES	SIZES	1	src/core/framing.ts:85	
tardif	late	1	tests/server/ingest.test.ts:206	
tardive	late	2	tests/core/framing.test.ts:687	
tCopie	tCopy	1	scripts/dev-ingest.ts:33	
temoin	witness	1	tests/server/ffmpeg.test.ts:433	
témoin	witness	1	tests/server/ffmpeg.test.ts:269	
temporaire	temporary	10	src/server/ffmpeg.ts:520	
TEMPORAIRE	TEMPORARY	1	src/server/run.ts:325	
TEMPORISATION_MS	DEBOUNCE_MS	1	src/lib/enregistrement.ts:36	
tempsAss	timeAss	1	src/core/captions/ass.ts:157	
tenante	holding	1	src/core/framing.ts:1264	
tentative	attempt	2	src/lib/enregistrement.ts:308	
tentatives	attempts	1	tests/server/vignettes-sources.test.ts:621	
TENTATIVES	ATTEMPTS	1	src/server/steps/candidates.ts:137	
tenue	held	2	tests/server/ingest.test.ts:333	
terminée	finished	1	src/server/run.ts:78	
terminerSelection	finishSelection	2	src/store/editor.ts:91	
tete	head	3	src/store/editor.ts:44	
texte	text	27	src/components/clip/panneau-export.tsx:579	
texteActuel	textCurrent	1	src/server/steps/render.ts:1289	
texteDe	textOf	1	tests/core/captions.test.ts:17	
texteDePublication	publicationText	2	src/components/clip/textes.ts:45	
texteDuServeur	serverText	1	tests/components/clip/textes.test.ts:22	
textesEnEchec	textsInFailure	1	src/components/clip/ecran-clip.tsx:90	
titre	title	19	src/components/clip/champs-textes.tsx:54	
titreEnBase	titleInBase	1	tests/server/api.test.ts:968	
titreProjet	titleProject	1	src/core/pipeline.ts:35	
TOLÉRANCE_DÉROGATION_MS	TOLERANCE_EXCEPTION_MS	1	src/core/framing.ts:1079	
TOLÉRANCE_PAR_DÉFAUT	TOLERANCE_BY_DEFAULT	1	src/core/shots.ts:139	
TOLÉRANCE_PLAN	TOLERANCE_SHOT	1	src/server/steps/analysis.ts:127	
touche	key	9	src/components/clip/raccourcis.tsx:77	
tournait	wasRunning	1	src/lib/queries.ts:121	
tous	all	2	scripts/mesure-ratios.ts:565	
TOUS	ALL	1	tests/core/framing.test.ts:23	
tout	all	2	tests/core/parcours.test.ts:16	
toutes	all	1	tests/components/tri/avancement.test.tsx:23	
toutRefusé	allRejected	4	tests/server/candidates.test.ts:721	
traiteDéjàLaTouche	processAlreadyKey	1	src/components/tri/raccourcis.ts:76	
TranscriptCorrectionRefusal	TranscriptCorrectionRejection	1	src/server/steps/transcript.ts:488	
transcriptDuProjet	projectTranscript	1	src/server/vues.ts:123	
transmis	forwarded	2	src/server/steps/analysis.ts:355	
TRANSMISES	FORWARDED	2	src/server/steps/analysis.ts:324	
travail	work	7	src/core/parcours.ts:56	
Travail	Work	1	src/core/parcours.ts:50	
travailProjet	workProject	1	src/core/parcours.ts:127	
traversée	traversal	2	tests/core/framing.test.ts:414	
triées	sorted	6	scripts/mesure-premier-plan.ts:79	
triéesParNom	sortedByName	1	src/server/steps/render.ts:522	
trois	three	2	tests/core/shot-split.test.ts:103	
troisHeures	threeHours	1	tests/core/transcript.test.ts:403	
tronque	truncated	1	tests/core/transcript.test.ts:94	
tronquée	truncated	1	tests/server/candidates.test.ts:94	
trou	gap	1	tests/server/analysis.test.ts:154	
trouvé	found	5	src/components/clip/lecture.ts:44	
trouvées	found	3	src/server/erreurs.ts:22	
trouvés	found	2	src/components/clip/recherche.ts:54	
tué	killed	1	tests/server/secrets.test.ts:193	
un1x1	a1X1	1	tests/core/framing.test.ts:313	
une	a	4	tests/components/tri/modele.test.ts:170	
uniques	unique	1	src/server/steps/candidates.ts:1569	
unLotRefusé	aBatchRejected	1	tests/server/candidates.test.ts:704	
urlAttendue	urlExpected	1	tests/server/api.test.ts:153	
urlSiProduit	urlIfProduced	1	src/server/rendus.ts:88	
useCandidats	useCandidates	1	src/lib/queries.ts:133	
useCreerProjet	useCreateProject	1	src/lib/queries.ts:446	
useEditeur	useEditor	1	src/store/editor.ts:105	
useEnregistrementAuto	useAutosave	1	src/lib/enregistrement.ts:198	
useLecture	usePlayback	1	src/components/clip/lecture.ts:85	
usePeutAnnuler	useCanCancel	1	src/store/editor.ts:249	
usePeutRetablir	useCanRestore	1	src/store/editor.ts:253	
useProjet	useProject	1	src/lib/queries.ts:91	
useProjets	useProjects	1	src/lib/queries.ts:71	
useRaccourcis	useShortcuts	1	src/components/clip/raccourcis.tsx:100	
useRaccourcisTri	useShortcutsReview	1	src/components/tri/raccourcis.ts:131	
useRelancer	useRetry	1	src/lib/queries.ts:487	
useSessionDeTri	useReviewSession	1	src/components/tri/fil.tsx:566	
useTempsSuivi	useTimeTracked	1	src/components/tri/avancement.tsx:332	
useTexteDifféré	useTextDeferred	1	src/components/clip/champs-textes.tsx:143	
useVueDansUrl	useViewInUrl	1	src/components/tri/ecran-projet.tsx:299	
useVueFigée	useViewFrozen	1	src/components/tri/fil.tsx:520	
utilisateur	user	30	tests/components/tri/fil.test.tsx:128	
valeur	value	45	src/components/clip/champs-textes.tsx:148	
valeurAdmise	valueAdmitted	1	src/server/db.ts:755	
valeurDe	value	1	scripts/vignettes-cadrage.ts:259	
valeurs	values	14	scripts/mesure-premier-plan.ts:77	
valeursDeDrapeaux	flagsValues	1	scripts/vignettes-premier-plan.ts:238	
valeurServeur	valueServer	1	src/components/clip/champs-textes.tsx:144	
valide	valid	1	src/core/pipeline.ts:48	
variante	variant	1	src/server/steps/render.ts:1528	
varianteAprès	variantAfter	1	src/app/api/clips/[id]/route.ts:221	
VARIANTES	VARIANTS	1	scripts/mesure-premier-plan.ts:58	
vérifierClipId	verifyClipId	1	src/server/steps/render.ts:138	
vérifierId	verifyId	1	src/server/paths.ts:113	
vérifierIdClip	verifyIdClip	1	src/server/thumbs.ts:33	
vérifierNomDeSource	sourceVerifyName	1	src/server/vignettes-sources.ts:99	
vérifierPropriété	verifyProperty	1	src/server/db.ts:836	
vérifierTailleCopiée	verifySizeCopied	1	src/server/steps/ingest.ts:645	
vers	toward	1	src/components/tri/fil.tsx:195	
VERSION_EMPREINTE	VERSION_FINGERPRINT	1	src/server/steps/render.ts:245	
versLeCalcul	towardComputation	1	tests/server/contrat.test.ts:83	
versLeClient	towardClient	2	tests/server/contrat.test.ts:49	
versLeServeur	towardServer	1	tests/server/contrat.test.ts:50	
vide	empty	5	tests/server/analysis.test.ts:78	
Vide	Empty	1	src/components/tri/fil.tsx:497	
VIDE	EMPTY	2	src/components/clip/lecture.ts:78	
vidéo	video	2	src/server/sources.ts:323	
VideoÀTrames	VideoToFrames	1	src/components/clip/apercu-sortie.tsx:247	
videoEncodeArgs	videoEncodedArgs	1	src/core/ffmpeg/encoder.ts:58	
vidéos	videos	2	src/server/sources.ts:77	
vider	clear	3	src/components/clip/champs-textes.tsx:111	
viderSelection	clearSelection	2	src/store/editor.ts:92	
vieille	old	2	tests/server/ingest.test.ts:247	
vierge	blank	1	tests/server/db.test.ts:78	
vieux	old	4	tests/server/db.test.ts:707	
VINGT_MINUTES	TWENTY_MINUTES	1	tests/core/parcours.test.ts:251	
virtualiseur	virtualizer	1	src/components/clip/transcript-surface.tsx:88	
visibles	visible	1	src/components/tri/fil.tsx:98	
volerait	wouldSteal	1	src/components/clip/raccourcis.tsx:77	
voulu	desired	5	src/core/transcript.ts:460	
vraiStat	trueStat	1	tests/server/run.test.ts:419	
vue	view	18	src/components/tri/ecran-projet.tsx:45	
Vue	View	1	src/components/tri/modele.ts:36	
vueDepuisUrl	viewSinceUrl	1	src/components/tri/modele.ts:56	
vueInitiale	viewInitial	2	tests/components/tri/fil.test.tsx:68	
vues	views	3	src/core/gemini/parse.ts:115	
VUES	VIEWS	1	src/components/tri/modele.ts:38	
vus	seen	9	scripts/mesure-ratios.ts:1054	
WINDOWS_NU	WINDOWS_BARE	1	src/core/erreurs.ts:51	
withPose	withPosed	1	tests/core/framing.test.ts:1314	
ZoneDeTextes	TextsZone	1	src/components/clip/panneau-export.tsx:509	
